trades,win_rate,mean_R,total_R,profit_factor,max_drawdown_R,losing_streak,avg_holding_bars,window,hypothesis,direction,barrier,horizon
352,0.5369318181818182,-0.09336647727272726,-32.864999999999995,0.7904351984696318,-34.87749999999993,6,1.9914772727272727,4,S1_SHORT_CONTINUATION,short,0.67R,10
352,0.5340909090909091,-0.09285511363636365,-32.685,0.7934270816874706,-35.499999999999915,6,2.159090909090909,4,S1_SHORT_CONTINUATION,short,0.67R,15
356,0.5280898876404494,-0.07162921348314606,-25.5,0.8390151515151515,-30.749999999999996,6,1.7865168539325842,4,S1_SHORT_CONTINUATION,short,0.75R,5
350,0.5314285714285715,-0.06182142857142858,-21.637500000000003,0.8629019483605258,-27.85,6,2.0342857142857143,4,S1_SHORT_CONTINUATION,short,0.75R,10
350,0.5285714285714286,-0.06032142857142856,-21.112499999999997,0.8674046161092794,-27.737499999999997,6,2.22,4,S1_SHORT_CONTINUATION,short,0.75R,15
340,0.47352941176470587,-0.06573529411764706,-22.349999999999998,0.8676731793960926,-24.000000000000004,9,2.014705882352941,4,S1_SHORT_CONTINUATION,short,1.00R,5
332,0.46987951807228917,-0.05583584337349397,-18.537499999999998,0.8902700702922677,-20.412499999999998,9,2.3403614457831323,4,S1_SHORT_CONTINUATION,short,1.00R,10
331,0.47129909365558914,-0.052001510574018125,-17.2125,0.898876404494382,-18.8375,9,2.580060422960725,4,S1_SHORT_CONTINUATION,short,1.00R,15
426,0.5915492957746479,-0.10325704225352111,-43.9875,0.7383254015466982,-45.112500000000004,9,1.5586854460093897,4,S1_SHORT_CONTINUATION_15,short,0.50R,5
421,0.6009501187648456,-0.09566508313539192,-40.275,0.7573612470818587,-41.925,9,1.6912114014251782,4,S1_SHORT_CONTINUATION_15,short,0.50R,10
420,0.5976190476190476,-0.096875,-40.6875,0.7549499360084317,-42.6625,9,1.7357142857142858,4,S1_SHORT_CONTINUATION_15,short,0.50R,15
412,0.5558252427184466,-0.06904733009708738,-28.4475,0.8386415201361317,-29.5549999999999,9,1.7233009708737863,4,S1_SHORT_CONTINUATION_15,short,0.67R,5
406,0.5615763546798029,-0.06052339901477833,-24.5725,0.8592741069511062,-27.180000000000007,9,1.9187192118226601,4,S1_SHORT_CONTINUATION_15,short,0.67R,10
405,0.5555555555555556,-0.06335185185185185,-25.6575,0.854146237476018,-27.542499999999908,9,2.0,4,S1_SHORT_CONTINUATION_15,short,0.67R,15
407,0.542997542997543,-0.0480036855036855,-19.537499999999998,0.8906993006993007,-22.225000000000005,9,1.7886977886977886,4,S1_SHORT_CONTINUATION_15,short,0.75R,5
401,0.5511221945137157,-0.03547381546134663,-14.225,0.9194564371151532,-18.9625,9,1.9775561097256857,4,S1_SHORT_CONTINUATION_15,short,0.75R,10
400,0.545,-0.0378125,-15.124999999999998,0.9149862994449517,-18.987499999999997,9,2.0725,4,S1_SHORT_CONTINUATION_15,short,0.75R,15
379,0.48284960422163586,-0.05118733509234828,-19.4,0.8972049278050072,-26.7125,9,2.108179419525066,4,S1_SHORT_CONTINUATION_15,short,1.00R,5
373,0.48525469168900803,-0.037097855227882046,-13.837500000000002,0.9264305177111718,-20.775000000000002,9,2.3780160857908847,4,S1_SHORT_CONTINUATION_15,short,1.00R,10
369,0.47696476964769646,-0.04024390243902439,-14.85,0.9218009478672987,-20.3125,9,2.4607046070460705,4,S1_SHORT_CONTINUATION_15,short,1.00R,15
339,0.5811209439528023,-0.05055309734513274,-17.1375,0.8415761497573375,-24.324999999999996,6,2.8466076696165192,4,S2_SHORT_CONTINUATION,short,0.50R,5
324,0.6327160493827161,-0.026041666666666668,-8.4375,0.921246062303115,-18.799999999999997,6,3.567901234567901,4,S2_SHORT_CONTINUATION,short,0.50R,10
322,0.639751552795031,-0.021855590062111796,-7.037499999999999,0.934837962962963,-17.4,6,3.981366459627329,4,S2_SHORT_CONTINUATION,short,0.50R,15
310,0.5193548387096775,-0.05188709677419355,-16.085,0.8536396724294812,-18.890000000000004,6,3.325806451612903,4,S2_SHORT_CONTINUATION,short,0.67R,5
292,0.5582191780821918,-0.036977739726027394,-10.7975,0.9036475181260458,-17.6925,6,4.36986301369863,4,S2_SHORT_CONTINUATION,short,0.67R,10
288,0.5555555555555556,-0.04751736111111111,-13.684999999999999,0.8828715095752647,-18.150000000000006,6,5.038194444444445,4,S2_SHORT_CONTINUATION,short,0.67R,15
306,0.5,-0.04485294117647058,-13.724999999999998,0.8757778029188821,-18.1125,6,3.4607843137254903,4,S2_SHORT_CONTINUATION,short,0.75R,5
286,0.548951048951049,-0.012631118881118888,-3.612500000000002,0.9675463222908479,-15.587499999999999,6,4.56993006993007,4,S2_SHORT_CONTINUATION,short,0.75R,10
282,0.549645390070922,-0.018661347517730496,-5.2625,0.9545699794971403,-15.4875,6,5.301418439716312,4,S2_SHORT_CONTINUATION,short,0.75R,15
293,0.46075085324232085,-0.05307167235494881,-15.55,0.8626021647890435,-20.225000000000005,6,3.7781569965870307,4,S2_SHORT_CONTINUATION,short,1.00R,5
265,0.5056603773584906,0.012311320754716984,3.2625000000000006,1.0288461538461537,-11.5125,6,5.218867924528302,4,S2_SHORT_CONTINUATION,short,1.00R,10
261,0.4904214559386973,-0.010536398467432954,-2.750000000000001,0.9772303870834196,-12.612499999999999,6,6.026819923371647,4,S2_SHORT_CONTINUATION,short,1.00R,15
281,0.6868327402135231,0.05360320284697508,15.062499999999998,1.2051762302060276,-8.399999999999999,4,2.5516014234875444,4,S2_SHORT_CONTINUATION_30,short,0.50R,5
270,0.7074074074074074,0.07902777777777777,21.3375,1.2963027252213155,-8.462499999999999,4,3.0037037037037035,4,S2_SHORT_CONTINUATION_30,short,0.50R,10
267,0.7153558052434457,0.07916666666666666,21.1375,1.2880749574105623,-9.7125,4,3.209737827715356,4,S2_SHORT_CONTINUATION_30,short,0.50R,15
255,0.6274509803921569,0.06621568627450981,16.885,1.2256221813930184,-8.687499999999998,4,3.0470588235294116,4,S2_SHORT_CONTINUATION_30,short,0.67R,5
245,0.6244897959183674,0.07201020408163264,17.6425,1.2193317793317795,-7.557500000000002,6,3.8122448979591836,4,S2_SHORT_CONTINUATION_30,short,0.67R,10
240,0.6416666666666667,0.07764583333333334,18.635,1.2269447404475569,-9.672500000000001,6,4.166666666666667,4,S2_SHORT_CONTINUATION_30,short,0.67R,15
244,0.610655737704918,0.07889344262295081,19.249999999999996,1.2628434886499402,-6.3,4,3.2704918032786887,4,S2_SHORT_CONTINUATION_30,short,0.75R,5
232,0.6120689655172413,0.1027478448275862,23.8375,1.306838294448914,-5.512499999999999,6,4.103448275862069,4,S2_SHORT_CONTINUATION_30,short,0.75R,10
226,0.6371681415929203,0.11631637168141594,26.2875,1.3365338454152667,-6.0,6,4.548672566371682,4,S2_SHORT_CONTINUATION_30,short,0.75R,15
232,0.5818965517241379,0.11508620689655173,26.700000000000003,1.3686572316189163,-6.075,4,3.5517241379310347,4,S2_SHORT_CONTINUATION_30,short,1.00R,5
210,0.5523809523809524,0.12851190476190474,26.987499999999997,1.3348325062034738,-8.8875,6,4.804761904761905,4,S2_SHORT_CONTINUATION_30,short,1.00R,10
204,0.5735294117647058,0.1301470588235294,26.549999999999997,1.3220133414190418,-8.912500000000001,6,5.421568627450981,4,S2_SHORT_CONTINUATION_30,short,1.00R,15
