mae_threshold,recovery_level,deadline,development_trades,development_wins,development_losses,development_win_rate,development_mean_R,development_total_R,development_profit_factor,development_max_drawdown_R,development_benchmark_total_R,development_benchmark_mean_R,development_benchmark_win_rate,development_delta_R,development_delta_mean_R,development_delta_win_rate,development_delta_max_DD,development_mae_triggered,development_recovery_exits,development_deadline_exits,development_recovery_exit_pct,_score
0.75,0.2,3,95,15,80,0.15789473684210525,-0.602,-57.19,0.06153593698720053,-56.78999999999999,-67.49,-0.7104210526315788,0.21052631578947367,10.299999999999997,0.10842105263157886,-0.05263157894736842,12.259999999999977,95,8,87,0.08421052631578947,11.580210526315783
0.8,0.0,10,95,34,61,0.35789473684210527,-0.6030526315789473,-57.28999999999999,0.13328290468986384,-57.579999999999984,-67.49,-0.7104210526315788,0.21052631578947367,10.200000000000003,0.10736842105263156,0.1473684210526316,11.469999999999985,89,31,58,0.34831460674157305,11.400684210526316
0.6,-0.1,3,95,12,83,0.12631578947368421,-0.6041052631578947,-57.38999999999999,0.02909829132126544,-56.62999999999998,-67.49,-0.7104210526315788,0.21052631578947367,10.100000000000001,0.10631578947368414,-0.08421052631578946,12.419999999999987,95,19,76,0.2,11.395157894736842
0.75,0.3,3,95,14,81,0.14736842105263157,-0.6047368421052632,-57.45,0.06737012987012987,-57.04999999999999,-67.49,-0.7104210526315788,0.21052631578947367,10.039999999999992,0.1056842105263156,-0.06315789473684211,11.999999999999979,95,6,89,0.06315789473684211,11.292842105263148
0.75,0.4,3,95,14,81,0.14736842105263157,-0.6047368421052632,-57.45,0.06737012987012987,-57.04999999999999,-67.49,-0.7104210526315788,0.21052631578947367,10.039999999999992,0.1056842105263156,-0.06315789473684211,11.999999999999979,95,4,91,0.042105263157894736,11.292842105263148
0.75,0.2,5,95,21,74,0.22105263157894736,-0.6044210526315791,-57.42000000000001,0.10504987531172066,-57.36000000000001,-67.49,-0.7104210526315788,0.21052631578947367,10.069999999999986,0.10599999999999976,0.01052631578947369,11.689999999999962,95,17,78,0.17894736842105263,11.291999999999982
0.75,-0.3,3,95,10,85,0.10526315789473684,-0.6055789473684211,-57.53,0.03844225305030921,-56.77,-67.49,-0.7104210526315788,0.21052631578947367,9.959999999999994,0.10484210526315774,-0.10526315789473684,12.279999999999966,95,34,61,0.35789473684210527,11.240421052631568
0.7,-0.3,5,95,10,85,0.10526315789473684,-0.6058947368421053,-57.56,0.03842298696959572,-56.550000000000004,-67.49,-0.7104210526315788,0.21052631578947367,9.929999999999993,0.10452631578947358,-0.10526315789473684,12.499999999999964,95,40,55,0.42105263157894735,11.232263157894726
0.8,0.0,5,95,27,68,0.28421052631578947,-0.6051578947368421,-57.49,0.10284019975031211,-57.49999999999998,-67.49,-0.7104210526315788,0.21052631578947367,9.999999999999993,0.10526315789473673,0.0736842105263158,11.54999999999999,89,24,65,0.2696629213483146,11.20763157894736
0.7,0.2,10,95,31,64,0.3263157894736842,-0.6049473684210526,-57.47,0.16163384390955507,-57.78000000000001,-67.49,-0.7104210526315788,0.21052631578947367,10.019999999999996,0.10547368421052628,0.11578947368421055,11.26999999999996,95,29,66,0.30526315789473685,11.199736842105255
