mae_threshold,horizon,recovery_level,reached_trades,reached_wins,reached_losses,reached_pct,reached_win_rate,reached_mean_R,reached_total_R,reached_PF,reached_DD,not_reached_trades,not_reached_wins,not_reached_losses,not_reached_pct,not_reached_win_rate,not_reached_mean_R,not_reached_total_R,not_reached_PF,not_reached_DD,win_rate_difference,mean_R_difference
0.6,10,-0.1,87,42,45,0.4461538461538462,0.4827586206896552,-0.07586206896551725,-6.600000000000001,0.8774373259052924,-11.390000000000002,108,5,103,0.5538461538461539,0.046296296296296294,-1.1716666666666666,-126.53999999999999,0.01624815361890694,-126.53999999999998,0.4364623243933589,1.0958045977011495
0.6,10,0.0,75,39,36,0.38461538461538464,0.52,-0.0041333333333333664,-0.3100000000000025,0.9929320565435475,-8.59,120,8,112,0.6153846153846154,0.06666666666666667,-1.1069166666666668,-132.83,0.04176886452171403,-132.82999999999998,0.45333333333333337,1.1027833333333334
0.6,10,0.1,67,36,31,0.3435897435897436,0.5373134328358209,0.05477611940298506,3.669999999999999,1.0979450226848144,-8.809999999999999,128,11,117,0.6564102564102564,0.0859375,-1.068828125,-136.81,0.05654782428798015,-136.81,0.4513759328358209,1.123604244402985
0.6,10,0.2,62,34,28,0.31794871794871793,0.5483870967741935,0.08838709677419355,5.48,1.1551968280940241,-7.52,133,13,120,0.6820512820512821,0.09774436090225563,-1.0422556390977444,-138.62,0.058096079364000824,-138.62,0.45064273587193787,1.130642735871938
0.6,10,0.3,49,30,19,0.2512820512820513,0.6122448979591837,0.313061224489796,15.340000000000003,1.664644714038128,-7.520000000000001,146,17,129,0.7487179487179487,0.11643835616438356,-1.0169863013698632,-148.48000000000002,0.0685069008782936,-148.48,0.4958065417948001,1.3300475258596594
0.6,10,0.4,44,27,17,0.22564102564102564,0.6136363636363636,0.32886363636363636,14.469999999999999,1.7075794621026896,-7.520000000000001,151,20,131,0.7743589743589744,0.13245033112582782,-0.977549668874172,-147.60999999999999,0.08899586496327838,-147.60999999999999,0.4811860325105358,1.3064133052378084
0.6,12,-0.5,145,47,98,0.7435897435897436,0.32413793103448274,-0.33586206896551724,-48.7,0.5032639738882089,-51.29999999999999,50,0,50,0.2564102564102564,0.0,-1.6888000000000003,-84.44000000000001,0.0,-84.44,0.32413793103448274,1.3529379310344831
0.6,12,-0.4,127,47,80,0.6512820512820513,0.3700787401574803,-0.24590551181102357,-31.229999999999993,0.6123867444458235,-33.830000000000005,68,0,68,0.3487179487179487,0.0,-1.498676470588235,-101.90999999999998,0.0,-101.91000000000001,0.3700787401574803,1.2527709587772113
0.6,12,-0.3,115,45,70,0.5897435897435898,0.391304347826087,-0.21956521739130436,-25.25,0.6609372901839666,-27.749999999999996,80,2,78,0.41025641025641024,0.025,-1.348625,-107.89,0.00111100823997778,-107.89,0.36630434782608695,1.1290597826086957
0.6,12,-0.2,103,45,58,0.5282051282051282,0.4368932038834951,-0.1267961165048544,-13.060000000000004,0.7903018625561976,-15.56,92,2,90,0.4717948717948718,0.021739130434782608,-1.3052173913043474,-120.07999999999997,0.000998336106489185,-120.08,0.4151540734487125,1.178421274799493
0.6,12,-0.1,94,43,51,0.48205128205128206,0.4574468085106383,-0.10117021276595745,-9.51,0.8334500875656742,-12.149999999999999,101,4,97,0.517948717948718,0.039603960396039604,-1.224059405940594,-123.63,0.013957568990269582,-123.62999999999998,0.4178428481145987,1.1228891931746365
0.6,12,0.0,79,40,39,0.40512820512820513,0.5063291139240507,0.012531645569620248,0.9899999999999995,1.0218205862905003,-8.850000000000001,116,7,109,0.5948717948717949,0.0603448275862069,-1.1562931034482757,-134.13,0.021734373860404055,-134.13,0.44598428633784376,1.168824749017896
0.6,12,0.1,73,39,34,0.37435897435897436,0.5342465753424658,0.09972602739726026,7.279999999999999,1.1867624422780911,-7.989999999999998,122,8,114,0.6256410256410256,0.06557377049180328,-1.150983606557377,-140.42000000000002,0.021463414634146343,-140.42,0.4686728048506625,1.2507096339546373
0.6,12,0.2,68,38,30,0.3487179487179487,0.5588235294117647,0.14691176470588235,9.99,1.2762721238938048,-7.520000000000001,127,9,118,0.6512820512820513,0.07086614173228346,-1.1270078740157483,-143.13000000000002,0.021801530891197372,-143.12999999999997,0.48795738767948127,1.2739196387216307
0.6,12,0.3,54,34,20,0.27692307692307694,0.6296296296296297,0.39870370370370367,21.529999999999998,1.918907383696116,-7.52,141,13,128,0.7230769230769231,0.09219858156028368,-1.096950354609929,-154.67,0.027538509902546367,-154.67,0.5374310480693459,1.4956540583136326
0.6,12,0.4,48,30,18,0.24615384615384617,0.625,0.3852083333333333,18.49,1.8889423076923073,-7.52,147,17,130,0.7538461538461538,0.11564625850340136,-1.0314965986394558,-151.63,0.06215982187036121,-151.62999999999997,0.5093537414965986,1.4167049319727891
0.7,1,-0.5,67,27,40,0.3435897435897436,0.40298507462686567,-0.16044776119402981,-10.749999999999998,0.7579918955425484,-13.76,128,20,108,0.6564102564102564,0.15625,-0.9561718750000001,-122.39000000000001,0.11350137621324063,-122.39000000000001,0.24673507462686567,0.7957241138059703
0.7,1,-0.4,48,20,28,0.24615384615384617,0.4166666666666667,-0.08520833333333329,-4.089999999999998,0.8725856697819316,-10.29,147,27,120,0.7538461538461538,0.1836734693877551,-0.8778911564625851,-129.05,0.14184067030190184,-129.04999999999998,0.23299319727891157,0.7926828231292518
0.7,1,-0.3,32,12,20,0.1641025641025641,0.375,-0.18156250000000002,-5.8100000000000005,0.7804232804232806,-8.67,163,35,128,0.8358974358974359,0.2147239263803681,-0.781165644171779,-127.32999999999998,0.18388668119471865,-128.89,0.1602760736196319,0.5996031441717791
